row_id,candidate_id,type,title,venue,year,authors,doi,url,issn,link
219,23_WAQAS_TARIQ_TOOR,journal,Reversible encryption and lossless data hiding for medical imaging aiding smart health care,Cluster Computing,2023.0,"Abdul Basit, Waqas Tariq Toor, Muhammad Saadi, Naeem Maroof, Saqib Ali Khan, Sattam Al Otaibi",,,,
220,23_WAQAS_TARIQ_TOOR,conference,Detection of Parkinson's Disease from Voice Signals Using Explainable Artificial Intelligence,3rd International Conference,2024.0,"Adeel Mukhtar, Waqas Tariq Toor, Saddique Khalid, Muhammad Shoaib, Akhtar",,,,
221,23_WAQAS_TARIQ_TOOR,conference,Tuberculosis detection in chest X-rays using hybrid deep learning models,3rd International Conference,2024.0,"Anees Ur Rehman, Waqas Tariq Toor, Toseeq Haider Bajwa, Umair Bajwa",,,,
222,23_WAQAS_TARIQ_TOOR,journal,Dual-Core: Dual Collision Resolution for Massive Access in Cellular IoT Networks,IEEE Transactions on Communications,2025.0,"Huiyang Xie, Waqas Tariq Toor, Jun-Bae Seo, Hu Jin",,,,
223,23_WAQAS_TARIQ_TOOR,conference,Hybrid Deep Learning for Blood Cancer Detection: A CNN-GCN Approach for Enhanced Diagnostic Accuracy,International Conference on Em,2025.0,"Abdul Rehan, Waqas Tariq Toor, Adeel Mukhtar, Hunain Zaidi, Zain Ul Abidin",,,,
224,23_WAQAS_TARIQ_TOOR,conference,IoT-Driven Battery Health Management and Tracking for Eco-friendly and Efficient Electric Transportation,International Conference on Em,2025.0,"Maania Jabbar, Waqas Tariq Toor, Farah Khalid, Muhammad Farhan, Arshad",,,,
225,23_WAQAS_TARIQ_TOOR,journal,Capture Effect-based Optimal Access Class Barring for IoT Communications,Physical Communications,2025.0,"Waqas Tariq Toor, Imran Javed, Yawar Rehman, Muhammad Idrees, Zubair Mehmood",,,,
226,24_AHMED_NAEEM,journal,Physical layer security for wireless sensing and joint radar and communications,Physical Layer Security for Wireles,2024.0,"S. Rafique, Ahmed Naeem, H. Arslan",,,,
227,24_AHMED_NAEEM,journal,Signal domain physical modification for PLS,Physical Layer Security for Wireles,2024.0,"S.E. Zegrar, Ahmed Naeem, H.M. Furqan, and H. Arslan",,,,
228,24_AHMED_NAEEM,conference,Blind Signal Analysis-Wireless Communication Signals: A L,Wireless Communication Signals,2021.0,"Mehmet Ali Aygul, Ahmed Naeem, Huseyin Arslan",,,,
229,24_AHMED_NAEEM,conference,Fall Detection using Accelerometer Calibration,15th International Conference on Em,2019.0,"Ahmed Naeem, S. Khan",,,,
230,24_AHMED_NAEEM,conference,Joint Radar and Communication based Blind Signal Separation using a New Non-Linear Function for Fast-ICA,2021 IEEE 94th Vehicular Technology,2021.0,"Ahmed Naeem, H. Arslan",,,,
231,24_AHMED_NAEEM,conference,A Novel Frame Design for Non-Terrestrial Network Based Integrated Sensing and Communication,IEEE 33rd Annual International Symp,2022.0,"Ahmed Naeem, S. Rafique and H. Arslan",,,,
232,24_AHMED_NAEEM,journal,Radar-Aided Communication Scheduling Algorithm for 5G and Beyond Networks,IEEE Access,2022.0,"A. M. Jaradat, Ahmed Naeem, M. I. Sağlam, M. Kartal and H. Arslan",,,,
233,24_AHMED_NAEEM,journal,Joint Adaptive OFDM and Reinforcement Learning Design for Autonomous Vehicles: Leveraging Age of Updates,IEEE Open Journal of Vehicular Tech,2025.0,"M. Delamou, Ahmed Naeem, H. Arslan and E. M. Amhoud",,,,
234,24_AHMED_NAEEM,journal,Polarization-Based Multiplexing: Enabling Spectrum Efficient Joint Radar and Communication,IEEE Wireless Communications Letter,2024.0,"Ahmed Naeem, Mamady Delamou, El Mehdi Amhoud, Hüseyin Arslan",,,,
235,24_AHMED_NAEEM,journal,A Novel User Association Scheme for Joint Radar and Communication in Cell-Free mMIMO Systems,IEEE Transactions on Vehicular Tech,2025.0,"Ahmed Naeem, E. M. Amhoud and H. Arslan",,,,
236,24_AHMED_NAEEM,journal,A Temporal Broadening-Aware Pulse Width Adaptation Scheme for ISI Mitigation and Energy Efficiency in THz Communication,IEEE Transactions on Green Communic,2025.0,"Ahmed Naeem, S. Rafique, Abu B. Kihero, and H. Arslan",,,,
237,25_MUHAMMAD_ADEEL_ALTAF,conference,A Multimodal Framework for MODT Using Enhanced Correlation-Based Affinity Metrics in Autonomous Driving,The 7th International Conference on Artificial Intelligence in Information and Communication,2025.0,"MUHAMMAD ADEEL ALTAF, Min Young Kim",,,,
238,25_MUHAMMAD_ADEEL_ALTAF,conference,Multi-Modal Integration of 2D and 3D Attributes for Multi-Vehicles Tracking,15th International Conference on In,2024.0,"MUHAMMAD ADEEL ALTAF, Min Young Kim",,,,
239,25_MUHAMMAD_ADEEL_ALTAF,journal,Gaussian Mixture Model-based Data Association Incorporating Deep Learning Network for Multivehicle Tracking and Detection in Autonomous Driving Systems,Advanced Intelligent Systems,2025.0,"MUHAMMAD ADEEL ALTAF, Min Young Kim",,,,
240,25_MUHAMMAD_ADEEL_ALTAF,journal,"Usage of IR Sensors in HVAC Systems, Vehicles, and Manufacturing Industries: A Review",IEEE Sensors Journal,2022.0,"MUHAMMAD ADEEL ALTAF, Min Young Kim",,,,
241,25_MUHAMMAD_ADEEL_ALTAF,journal,Multiple Object Detection and Tracking in Autonomous Vehicles: A Survey on Enhanced Affinity Computation and Its Multimodal Applications,ICT Express,2025.0,"MUHAMMAD ADEEL ALTAF, Min Young Kim",,,,
242,26_AAMINA_AKBAR,conference,Joint Backhaul Pairing and Resource Allocation of Moving Small Cells Using NOMA,International Conference,2023.0,"Myra Khalid, Aamina Akbar, Hassaan Khaliq, Qureshi, Sobia Jangsher",,,,
243,26_AAMINA_AKBAR,journal,Noma in Hetnets: Adaptive Resource Allocation with Imperfect Sic,Journal,2025.0,"Aamina Akbar, Ashfaq Ahmed, Adnan Zafar, Sobia Jangsher",5147939.0,,,
244,26_AAMINA_AKBAR,journal,An energy-efficient JT-CoMP enabled framework with adaptive OMA/NOMA in HetNets,Journal,2024.0,"Aamina Akbar, Ashfaq Ahmed, Adnan Zafar, Sobia Jangsher",110733.0,,,
245,26_AAMINA_AKBAR,journal,NOMA and 5G emerging technologies: A survey on issues and solution techniques,Journal,2021.0,"Aamina Akbar, Sobia Jangsher, Farrukh Aziz Bhatti",107950.0,,,
246,28_IDRIS_KHAN,journal,Incorporation of carbon nanotubes in photoactive layer of organic solar cells,Ain Shams Engineering Journal,2020.0,"Danish Khan, Zahid Ali, Idris Khan, Danyal Asif, Manoj Kumar Panjwani, Idris Khan",,,,
247,28_IDRIS_KHAN,conference,Effect of Solar Concentrators on the Efficiency of Solar Panels,International Conference on Co 2018,2018.0,"Manoj Kumar Panjwani, Li Meicheng, Danish Khan, Idris Khan, Mohan Menghwar",,,,
248,28_IDRIS_KHAN,conference,A study of product distribution under fast pyrolysis of wheat stalk while producing Bio-oil,International Conference on Computi 2018,2018.0,"Tahir Iqbal, Qiang Lu, Chang-qing Dong, Min-xing Zhou, Zulqarnain Arain, Zulfiqar Ali, Idris Khan, Zafar Hussain, Adnan Abbas",,,,
249,28_IDRIS_KHAN,journal,A review on the challenges and possibilities of using CNTs in organic solar cells,Science of Advanced Materials,2018.0,"Danish Khan, ZhanAoTan, Idris Khan, Manoj Kumar Panjwani",,,,
250,28_IDRIS_KHAN,journal,Sketching Pakistan's energy dynamics: Prospects of biomass energy,JOURNAL OF RENEWABLE AND SUSTAINABL,2018.0,"Tahir Iqbal, Chang-qing Dong, Qiang Lu, Zulfiqar Ali, Idris Khan, Zafar Hussain, Adnan Abbas",,,,
251,28_IDRIS_KHAN,conference,Photovoltaic Power Forecasting based on Elman Neural Network Software Engineering Method,8th IEEE International Conference,2017.0,"Idris Khan, Honglu Zhu, Jianxi Yao, Danish Khan",,,,
252,28_IDRIS_KHAN,conference,Photovoltaic Power prediction by Cascade forward artificial neural network,7th international conference on,2017.0,"Idris Khan, Honglu Zhu, Danish Khan, Manoj Kumar Panjwani",,,,
253,28_IDRIS_KHAN,journal,Hybrid Power Forecasting Model for Photovoltaic Plants Based on Neural Network and Air Quality Index,International Journal of Photoenerg,2017.0,"Idris Khan, Honglu Zhu, Jianxi Yao, Danish Khan, Tahir Iqbal",,,,
254,28_IDRIS_KHAN,conference,Preparation and breakdown properties of mineral oil based alumina nanofluids,International conference on Em,2015.0,"Muhammad Rafiq, Chengrong Li, Idris Khan, Hu Zhifeng, Yuzhen Lv, Kai Yi",,,,
255,28_IDRIS_KHAN,journal,Comparison of transmission losses and voltage drops of GIL(Gas Insulated transmission line) and overhead transmission lines,Power Electronics and Motion Contro,2014.0,"Danish Khan, Muhammad Rafiq, Syed Furqan Rafique, Idris Khan, Farukh Abbas",,,,
256,29_MUHAMMAD_SARMAD_TARIQ,journal,Economic analysis of a small hybrid power system,Power Generation,2015.0,"Muhammad Sarmad Tariq, Arsham Iqbal, Ibrahim F, Muhammad, Muhammad Faraz, Muhammad S Tariq, Hasan-ul Banna",,,,
257,29_MUHAMMAD_SARMAD_TARIQ,journal,"Impact of module and inverter failures on the performance of central-, string-, and micro-inverter PV systems",Microelectronics Reliability,2018.0,"Muhammad Sarmad Tariq, Muhammad S Tariq, Saad A Butt, Hassan A Khan",,,,
258,29_MUHAMMAD_SARMAD_TARIQ,journal,Harmonic analysis of grid-connected solar PV systems with nonlinear household loads in low-voltage distribution networks,Sustainability,2021.0,"Muhammad Sarmad Tariq, Syed Muhammad Ahsan, Hassan Abbas Khan, Akhtar Hussain, Sarmad Tariq, Nauman Ahmad Zaffar",,,,
259,29_MUHAMMAD_SARMAD_TARIQ,conference,Optimal power flow and contingency analysis incorporating distributed facts and dynamic thermal line rating,North American Power Symposium,2021.0,Muhammad Sarmad Tariq,,,,
260,29_MUHAMMAD_SARMAD_TARIQ,conference,A Unified Power Flow Controller (UPFC) Based Optimal Power Flow Methodology for Balancing Electric Grid Line-Loading,IEEE Industry Applications Society,2024.0,Muhammad Sarmad Tariq,,,,
261,29_MUHAMMAD_SARMAD_TARIQ,conference,Optimal Location Methodology for Multiple UPFCs to Reduce Transmission Congestion,SoutheastCon,2025.0,Muhammad Sarmad Tariq,,,,
262,29_MUHAMMAD_SARMAD_TARIQ,conference,Optimal Power Flow Methodology with UPFC and Synchronous generator for Optimal Power Flow Management,SoutheastCon,2025.0,Muhammad Sarmad Tariq,,,,
263,30_FAHD_SIKANDAR_KHAN,journal,"Catalytically Active Bimetallic Nickel-Cobalt MOF Linked Via Pyridine 2, 6-Dicarboxylate for Electrochemical Water Splitting Applications",Arab Journal of Science & Engineering,2024.0,"Zahid, R Abdul Karim, M.R., Khan, F.S.",,,,
264,30_FAHD_SIKANDAR_KHAN,journal,Elucidating the performance of hexamethylene tetra-amine interlinked bimetallic NiCo-MOF for efficient electrochemical hydrogen and oxygen evolution,RSC Advances,2024.0,"Zahid, R, Karim, M.R.A, Khan, F.S., Marwat, M.A.",,,,
265,30_FAHD_SIKANDAR_KHAN,journal,Scalability and Efficiency Analysis of Hyperledger Fabric and Private Ethereum in Smart Contract Execution,,2025.0,"Khan, M.M, Khan, F.S, Nadeem, M, Khan, T.H, Haider, S, Daas, D",,,,
266,30_FAHD_SIKANDAR_KHAN,conference,Electrochemical reduction of CO2 by Arc Plasma Deposition of copper and gold composite nano particles,Nanoscience Meet,2018.0,"Khan, F.S, Sugiyama, M, Fujii, K, Nakano, Y",,,,
267,30_FAHD_SIKANDAR_KHAN,conference,Solar Energy Conversion via reduction of CO2 using Concentrator Photovoltaics,22nd International conference on ph,2018.0,"Khan, F.S, Yamashita, D, Sugiyama, M, Fujii, K, Nakano, Y, Bocarsly, Y",,,,
268,30_FAHD_SIKANDAR_KHAN,journal,Arc Plasma Deposited Copper and Gold Nanoparticles on FTO Substrate for Electrochemical Reduction of CO2,Advances in nanoscience and nanotechnology,2019.0,"Khan, F.S, Sugiyama, M, Fujii, K, Nakano, Y",,,,
269,30_FAHD_SIKANDAR_KHAN,journal,Electrochemical reduction of CO2 using cuprous oxide particles supported on Carbon Paper substrate,Asian Journal of Nanoscience and Nanotechnology,2019.0,"Khan, F.S, Sugiyama, M, Fujii, K, Nakano, Y",,,,
270,30_FAHD_SIKANDAR_KHAN,journal,Spectral Properties of Glass (15Ga2S3 · 85GeS2) Doped with Erbium,Glass Physics & Chemistry,2017.0,"Razumtecev, A.A, Kolesnikov, I, Tveryanovich, Y.S, Khan, F.S, Kurochkin, A",,,,
271,30_FAHD_SIKANDAR_KHAN,journal,Electrochemical reduction of CO2 using Indium doped Germanium Sulphide amorphous glass structures,Heliyon,2020.0,"Khan, F.S, Sugiyama, M, Fujii, K, Tveryanovich, Y, Nakano, Y",,,,
272,31_USMAN_MASUD,journal,Preparation of dual mode spectroscopic system for testing: Analysis of sample holder and investigation of intensity noise,Heliyon,2025.0,"Usman Masud, Walaa Alayed, Momna Ikram",,,,
273,31_USMAN_MASUD,journal,Sensitivity evaluation of Brownian motion and chemical reaction parameter on transport of motile gyrotactic microorganism in nanofluid over a wedge,ZAMM - Journal of Applied Mathematic,2024.0,"Usman Masud, Dilawar Hussain, Zaheer Asghar, Ahmed Zeeshan",,,,
274,31_USMAN_MASUD,journal,A Novel Deep Learning Framework With Meta-Heuristic Feature Selection for Enhanced Remote Sensing Image Classification,IEEE Access,2024.0,"Usman Masud, Bilal Ahmed, Tallha Akram, Syed Rameez Naqvi, Anas Alsuhaibani, Youssef N. Altherwy",,,,
275,32_QAISAR_HUSSAIN_ALVI,journal,Performance evaluation of,New Horizons,2011.0,"Engr. Qaiser Hussain, Engr. Gulistan Raja",,,,
276,32_QAISAR_HUSSAIN_ALVI,journal,Full Duplex Relaying in Non,Radioengineering Journal,2020.0,"Q. Hussain, S. Sohaib",,,,
277,32_QAISAR_HUSSAIN_ALVI,journal,Performance Analysis of,Telecommunication Systems,2023.0,"Hussain, Qaiser",,,,
278,32_QAISAR_HUSSAIN_ALVI,journal,On the Capacity Analysis,Wireless Personal Communication,2023.0,"Hussain, Qaisar",,,,
279,33_QAMAR_ABBAS,journal,Enhancing Backscatter Communication in IoT Networks with Power-Domain NOMA,Wireless-Powered Backscatter Commun,2024.0,"Shah Zeb, Qamar Abbas, Syed Ali Hassan, Aamir Mahmood, Mikael Gidlund",,,,
280,33_QAMAR_ABBAS,conference,NOMA enhanced backscatter communication for green IoT networks,16th International Symposium on,2019.0,"Shah Zeb, Qamar Abbas, Syed Ali Hassan, Aamir Mahmood, Rafia Mumtaz, Syed Ali Raza Zaidi, Mikael Gidlund",,,,
281,33_QAMAR_ABBAS,conference,Joint Optimization of Age of Information and Energy Efficiency in IoT Networks,91st Vehicular Technology Conference,2020.0,"Qamar Abbas, Shah Zeb, Syed Ali Hassan, Rafia Mumtaz, Syed Ali Raza Zaidi",,,,
282,33_QAMAR_ABBAS,journal,Age of Information in Backscatter Communication,Wireless-Powered Backscatter Commun,2020.0,"Qamar Abbas, Shah Zeb, Syed Ali Hassan",,,,
283,33_QAMAR_ABBAS,journal,A Markovian Model for the Analysis of Age of Information in IoT Networks,IEEE Wireless Communications Letter,2021.0,"Qamar Abbas, Syed Ali Hassan, Haris Pervaiz, Qiang Ni",,,,
284,33_QAMAR_ABBAS,journal,A comprehensive survey on age of information in massive IoT networks,Computer Communications,2023.0,"Qamar Abbas, Syed Ali Hassan, Hassaan Khaliq, Kapal Dev, Haejoon Jung",,,,
285,33_QAMAR_ABBAS,journal,On minimizing the age of information in NOMA-based vehicular networks using Markov decision process,IEEE Transactions on Intelligent Transportation Systems,2022.0,"Qamar Abbas, Syed Ali Hassan, Haejoon Jung, Shamim Hossain",,,,
286,34_SHAHZAD,conference,Flexible IoT Datapath Programming using P4,International Conference on Green and Sustainable Computing,2019.0,"Shahzad, Eun Sung Jung",,,,
287,34_SHAHZAD,conference,Enhanced Explicit Congestion Notification (EECN) in TCP with P4 Programming,International Conference on Green and Sustainable Computing,2020.0,"Shahzad, Eun-Sung Jung, J. Chung and R. Kettimuthu",10.1109/ICGHIT49656.2020.00015,,,
288,34_SHAHZAD,conference,FLIP: Flexible IoT Path programming for Large-scale IoT,"20th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",2020.0,"Shahzad, Eun Sung Jung",10.1109/CCGrid49817.2020.00014,,,
289,34_SHAHZAD,journal,Big Data Merging and Deep Learning Model Optimization for Improving Weather Information Forecasting Performance,Journal of the Institute of Electronics and Information Engineers,2021.0,"Kyung Kyu Ko, Shahzad, Eun Sung Jung",,,,
290,34_SHAHZAD,journal,Reinforcement Learning-Aided Edge Intelligence Framework for Delay-Sensitive Industrial Applications,Sensors,2022.0,"M Zubair Islam, Shahzad, Rashid Ali, Amir Haider, Hyung Seok Kim",,,,
291,34_SHAHZAD,journal,IoTactileSim: A Virtual Testbed for Tactile Industrial Internet of Things Services,Sensors,2021.0,"M Zubair Islam, Shahzad, Rashid Ali, Amir Haider, Hyung Seok Kim",10.3390/s21248363,,,
292,34_SHAHZAD,journal,Learning-Based Adaptive Sliding-Window RLNC for High Bandwidth-Delay Product Networks,IEEE Access,2023.0,"Shahzad, Rashid Ali, Amir Haider, Hyung Seok Kim",10.1109/ACCESS.2023.3298102,,,
293,34_SHAHZAD,journal,RLECN: A Reinforcement Learning Based Dynamic ECN Threshold Setting Mechanism,ICT Express,2023.0,"Shahzad, Eun Sung Jung, Hyung Seok Kim",10.1016/j.icte.2023.10.005,,,
294,34_SHAHZAD,journal,RS-RLNC: A Reinforcement Learning Based Selective Random Linear Network Coding Framework For Tactile Internet,IEEE Access,2023.0,"Shahzad, Rashid Ali, Amir Haider, Hyung Seok Kim",10.1109/ACCESS.2023.3340210,,,
295,35_MATIULLAH_AHSAN,journal,Comparative analysis of mathematical and simulation models for electric field generated beneath 400 kV overhead transmission lines,Measurement Part E,2025.0,"Matiullah Ahsan, Md Nor Ramdon Baharom, Ihsan Ullah Khalil , Zainab Zainal",,,,
296,35_MATIULLAH_AHSAN,journal,Deep learning based vision transformer approach for detecting overlapping PV faults using multi labeling,Measurement Part E,2025.0,"Umais Khan, Sarim Farqaleet Khan , Ihsan Ullah Khalil , Matiullah Ahsan",,,,
297,35_MATIULLAH_AHSAN,journal,Simulation-based analysis of electric field characteristics under high-voltage double-circuit and quadrupole overhead transmission lines,Journal of Electrostatics,2025.0,"Matiullah Ahsan, Md Nor Ramdon Baharom, Ihsan Ullah Khalil, Zainab Zainal",,,,
298,35_MATIULLAH_AHSAN,journal,Analysis of high-ampacity and low-sag conductors of 275 kV overhead transmission lines using reconductoring technique,Electric Power Systems Research,2025.0,"Matiullah Ahsan, Md Nor Bahrom, Ihsan Ullah Khalil, Zainab Zainal",,,,
299,35_MATIULLAH_AHSAN,conference,"Solar PV adoption for homes (A case of Peshawar, Pakistan)",,2017.0,"IU Khalil, Abraiz Khattak, Mati Ullah Ahsan",,,,
300,36_SAMANA_BATOOL,journal,A Hybrid Spatial and Temporal Attention Driven Network for Left Ventricular Function Assessment Using Echocardiography,,2025.0,"Samana Batool, Mubeen Ghafoor, Imtiaz Ahmed Taj, Wadood Abdul",,,,
301,36_SAMANA_BATOOL,journal,EFNet: A Multitask Deep-Learning Network for Simultaneous Quantification of Left Ventricle Structure and Function,Physica Medica,2024.0,"Samana Batool, Imtiaz Ahmad Taj, Mubeen Ghafoor",,,,
302,36_SAMANA_BATOOL,journal,Ejection Fraction Estimation from Echocardiograms Using Optimal Left Ventricle Feature Extraction Based on Clinical Methods,Diagnostics,2023.0,"Samana Batool, Imtiaz Ahmad Taj, Mubeen Ghafoor",,,,
303,37_SANIA_GUL,journal,Comparison of Cold-Cup Biopsy Versus Resection,Cureus,2025.0,"Saifullah Khan, Faiza Hayat, Sania Gul, Qudratullah Wazir",,,,
304,37_SANIA_GUL,journal,STEM: spatial speech separation using twin-delayed DDPG,Journal,2025.0,"Muhammad Salman Khan, Sania Gul",,,,
305,37_SANIA_GUL,journal,Single-channel speech denoising by masking the colored,Journal,2025.0,"Sania Gul, Muhammad Salman Khan",,,,
306,37_SANIA_GUL,journal,Single channel speech denoising by DDPG,Applied Acoustics,2025.0,"Sania Gul, Muhammad Salman Khan",,,,
307,37_SANIA_GUL,journal,Triple-0: Zero-shot denoising and dereverberation,Plos-One,2024.0,"Sania Gul, Muhammad Salman Khan, Ata Ur-Rehman",,,,
308,37_SANIA_GUL,journal,On Evaluation of Discrete RL Agents for Traffic,International Journal of Innovation,2024.0,"Sheheryar, Sania Gul, Rizwan Ahmad",,,,
309,37_SANIA_GUL,journal,DEW: A wavelet approach of rare sound event detection,Plos-One,2024.0,"Sania Gul, Muhammad Salman Khan, Ata Ur-Rehman",,,,
310,37_SANIA_GUL,journal,A survey of audio enhancement algorithms for,IEEE Access,2023.0,"Sania Gul, Muhammad Salman Khan",,,,
311,37_SANIA_GUL,journal,Single channel speech enhancement by colored,Computer Speech & Language,2024.0,"Sania Gul, Muhammad Salman Khan, Muhammad Fazeel",,,,
312,37_SANIA_GUL,journal,Preserving the beamforming effect for spatial,Computer Speech & Language,2024.0,"Sania Gul, Muhammad Salman Khan, Syed Waqar Shah",,,,
313,37_SANIA_GUL,conference,On evaluation of dereverberation algorithms,2022 International Conference,2022.0,"Sania Gul, Muhammad Sheryar, Muhammad Salman Khan, Ata Ur-Rehman, Syed Waqar Shah",,,,
314,37_SANIA_GUL,journal,Enhancing the correlation between the quality,Applied Acoustics,2022.0,"Sania Gul, Muhammad Salman Khan, Nestor Becerra Yoma, Syed Waqar Shah",,,,
315,37_SANIA_GUL,journal,Integration of deep learning with expectation,Applied Acoustics,2021.0,"Sania Gul, Muhammad Salman Khan, Syed Waqar Shah",,,,
316,37_SANIA_GUL,journal,Enabling an anechoic U-Net based speech,Applied acoustics,2021.0,"Sania Gul, Muhammad Salman Khan, Syed Waqar Shah",,,,
317,37_SANIA_GUL,journal,Clustering of spatial cues by semantic,Applied Acoustics,2021.0,"Sania Gul, Muhammad Sheryar, Muhammad Salman Khan, Syed Waqar Shah",,,,
318,37_SANIA_GUL,journal,On enhancing model‐based expectation,International Journal of Communication,2019.0,"Sania Gul, Muhammad Salman Khan, Syed Waqar Shah, Jaime Lloret",,,,
319,37_SANIA_GUL,conference,Enhancing the Separation of Sources,2019 15th International Conference,2019.0,"Sania Gul, Muhammad Salman Khan; Syed Waqar Shah; Arif Rafi",,,,
320,38_MUHAMMAD_MUSADIQ,journal,Optimal Siting of Phasor Measurement Units in National Transmission Network of Pakistan to Ensure Complete System Observability,IEEE 23rd International Multitopic Conference,2020.0,"Muhammad Musadiq Ahmed, Atif Naveed Khan, Muhammad Nadeem, Kashif Imran",,,,
321,38_MUHAMMAD_MUSADIQ,conference,An Optimal PMU Placement Against N-1 Contingency of PMU Using Integer Linear Programming Approach,International Conference on Applied,2019.0,"Muhammad Musadiq Ahmed, Kashif Imran",,,,
322,38_MUHAMMAD_MUSADIQ,conference,Effect Of PV System Design And Financial Variables On Systems Perfomance And Financial Feasibility,International Conference on Energy,2023.0,"Muhammad Musadiq Ahmed, Abdul Kashif Janjua, Shahzad Younis, Muhammad Zaid, Masood Khan",,,,
323,38_MUHAMMAD_MUSADIQ,conference,Optimising PMU Placement using Integer Linear Programming for Complete Network Observability with Zero Injection Bus and N-1 Contingency,International Conference on Energy,2023.0,"Muhammad Musadiq Ahmed, Muhammad Amjad, Muhammad Ali Qureshi",,,,
324,38_MUHAMMAD_MUSADIQ,journal,A Critical Review of State-of-the-Art Optimal PMU Placement Techniques,Energies,2022.0,"Muhammad Musadiq Ahmed, Muhammad Amjad, Muhammad Ali Qureshi, Kashif Imran, Zunaib Maqsood Haider, Muhammad Omer Khan",,,,
325,38_MUHAMMAD_MUSADIQ,journal,Optimal PMU Placement to Enhance Observability in Transmission Networks Using ILP and Degree of Centrality,Energies,2024.0,"Muhammad Musadiq Ahmed, Muhammad Amjad, Muhammad Ali Qureshi, Omer Khan, Zunaib Maqsood Haider",,,,
326,38_MUHAMMAD_MUSADIQ,journal,Novel Multi-Stage Phasor Measurement Unit Placement on Critical Buses with Observability Assessment,Energies,2025.0,"Muhammad Musadiq Ahmed, Muhammad Amjad, Muhammad Ali Qureshi, Omer Khan, Zunaib Maqsood Haider",,,,
327,39_MUHAMMAD_SAQIB,journal,Polarization Reversal Characteristics of Ferroelectric-Schottky Diode Hybrid Structure,,2020.0,"Muhammad Saqib, Shenawar Ali Khan, Sheik Abdur Rahman, Woo Young Kim",,,,
328,39_MUHAMMAD_SAQIB,journal,Temperature-sensing behavior of poly (vinylidene fluoride-trifluoroethylene) film,,2020.0,"Muhammad Saqib, Shenawar Ali Khan, Woo Young Kim",,,,
329,39_MUHAMMAD_SAQIB,journal,High-performance humidity sensor based on the graphene flower/zinc oxide composite,,2021.0,"Muhammad Saqib, Shenawar Ali Khan, Hafiz Mohammad Mutee Ur Rehman, Yunsook Yang, Seongwan Kim, Muhammad Muqeet Rehman, Woo Young Kim",,,,
330,39_MUHAMMAD_SAQIB,journal,Highly efficient and wide range humidity response of biocompatible egg white thin film,,2021.0,"Muhammad Saqib, Shenawar Ali Khan, Maryam Khan, Yunsook Yang, Seongwan Kim, Sheik Abdur Rahman, Woo-Young Kim",,,,
331,39_MUHAMMAD_SAQIB,journal,A full-range flexible and printed humidity sensor based on a solution-processed p (Vdf-trfe)/graphene-flower composite,,2021.0,"Muhammad Saqib, Shenawar Ali Khan, Muhammad Muqeet Rehman, Hafiz Mohammad Mutee Ur Rehman, Sheik Abdur Rahman, Yunsook Yang, Seongwan Kim, Woo-Young Kim",,,,
332,39_MUHAMMAD_SAQIB,journal,Polarization Reversal Characteristics in Capacitors with a Metal/Insulator/Ferroelectric/Metal Structure,,2021.0,"Muhammad Saqib, Sheik Abdur Rahman, Hafiz Mohammad Mutee Ur Rehman, Woo Young Kim",,,,
333,39_MUHAMMAD_SAQIB,journal,All-Printed Flexible Memristor with Metal-Non-Metal-Doped TiO2 Nanoparticle Thin Films,,2022.0,"Muhammad Saqib, Maryam Khan, Hafiz Mohammad Mutee Ur Rehman, Muhammad Muqeet Rehman, Woo-Young Kim",,,,
334,39_MUHAMMAD_SAQIB,journal,Characterization and performance evaluation of fully biocompatible gelatin-based humidity sensor for health and environmental monitoring,,2023.0,"Muhammad Saqib, Shenawar Ali Khan, Muhammad Muqeet Rehman, Woo Young Kim",,,,
335,39_MUHAMMAD_SAQIB,journal,"Wide-Range, Fast-Responsive Humidity Sensor Based on In2Se3/PEDOT:PSS Nanocomposite",,2023.0,"Muhammad Saqib, Shenawar Ali Khan, Maryam Khan, Muhammad Muqeet Rehman, Sheik Abdur Rahman, Woo Young Kim",,,,
336,39_MUHAMMAD_SAQIB,journal,Self-powered humidity sensor driven by triboelectric nanogenerator composed of bio-wasted peanut skin powder,,2024.0,"Muhammad Saqib, Shenawar Ali Khan, Maryam Khan, Shahzad Iqbal, Muhammad Muqeet Rehman, Woo Young Kim",,,,
337,39_MUHAMMAD_SAQIB,journal,"Hierarchically structured porous natural dielectric layer for sustainable pressure sensing, gesture monitoring, and detecting spatial pressure distribution",,2024.0,"Muhammad Saqib, Shenawar Ali Khan, Shahzad Iqbal, Sheik Abdur Rahman, Muhammad Muqeet Rehman, Woo Young Kim",,,,
338,39_MUHAMMAD_SAQIB,journal,"High performance triboelectric nanogenerator based on purified chitin nanopaper for the applications of self-powered humidity sensing, gait monitoring, and hyperhidrosis sensor",,2024.0,"Muhammad Saqib, Shenawar Ali Khan, Shahid Ameen, Muhammad Muqeet Rehman, Maryam Khan, Woo Young Kim",,,,
339,39_MUHAMMAD_SAQIB,journal,"DFT investigation of structural, electronic, optical, mechanical, and thermoelectric properties of halide perovskites XZnCl3(X = Ag, Au, Cu)",,2025.0,"Muhammad Saqib, Abdul Shakoor, Bakhtiar ul Haq, Sikander Azam, Fakhra Ghafoor, Muhammad Waqas, H.W. Seo",,,,
